Accession	log2FC	t.ord	t.mod	p.ord	p.mod	q.ord	q.mod	sig	comparison	Description	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Chromosome	KEGG Pathways
Q9W3B3	0.134771406665225	1.30263177730601	1.25142674522657	0.24046128504317	0.217601047814292	0.244550288880101	0.240991100715995	NO	Egg_WT - Oocyte_WT	CG1885, isoform A OS=Drosophila melanogaster GN=CG1885 PE=1 SV=1	metabolic process		catalytic activity	Pf02602	31817	FBgn0030066	CG1885	X	Porphyrin and chlorophyll metabolism; Metabolic pathways
Q9W3C1	-0.000601184355815576	-0.0062735880764889	-0.00563456448782633	0.995197821236987	0.995530571194797	0.524599540526093	0.546515123362761	NO	Egg_WT - Oocyte_WT	RNA cytidine acetyltransferase OS=Drosophila melanogaster GN=l(1)G0020 PE=1 SV=2	cell communication;cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;nucleotide binding;RNA binding	Pf00583, Pf05127, Pf08351, Pf13508, Pf13718, Pf13725	31811	FBgn0027330	l(1)G0020	X	Ribosome biogenesis in eukaryotes
Q9W3C3	-0.0130805212674137	-0.119011832334983	-0.120458577333448	0.909150640615417	0.904685712686925	0.50279371926613	0.523334461927472	NO	Egg_WT - Oocyte_WT	CG2004, isoform A OS=Drosophila melanogaster GN=CG2004 PE=1 SV=1				Pf01636, Pf02958, Pf07914	31809	FBgn0030060	CG2004	X	
Q9W3C4	-0.0318132301672645	-0.521613558832778	-0.30877528855203	0.620625860890169	0.758996103338618	0.409311814719731	0.480734373786869	NO	Egg_WT - Oocyte_WT	Hexosaminidase 2 OS=Drosophila melanogaster GN=Hexo2 PE=1 SV=1	metabolic process;regulation of biological process;reproduction	membrane	catalytic activity	Pf00728, Pf14845	31808	FBgn0041629	Hexo2	X	Metabolic pathways; Glycosaminoglycan degradation; Glycosphingolipid biosynthesis - globo and isoglobo series; Amino sugar and nucleotide sugar metabolism; Other glycan degradation; Lysosome; Glycosphingolipid biosynthesis - ganglio series
Q9W3C8	0.0771591417578552	0.74149147146196	0.715925921192378	0.486393559540758	0.477939649101071	0.356682195406374	0.372789973046075	NO	Egg_WT - Oocyte_WT	CG11284, isoform B OS=Drosophila melanogaster GN=CG11284 PE=1 SV=1				Pf00194	31804	FBgn0030056	CG11284	X	Nitrogen metabolism
Q9W3C9	0.221783494242071	4.71331326009568	2.17441134312177	0.003280618370675	0.0352706238470756	0.0395951301929439	0.0843060290969318	NO	Egg_WT - Oocyte_WT	CG12772, isoform A OS=Drosophila melanogaster GN=CG12772 PE=4 SV=2	regulation of biological process	endosome	protein binding	Pf13901	31803	FBgn0030055	CG12772	X	
Q9W3D1	-0.0615430752874175	-1.2450713415461	-0.602448307746321	0.259526822344379	0.550066375617525	0.255023327490117	0.402564010091881	NO	Egg_WT - Oocyte_WT	Caf1-180 OS=Drosophila melanogaster GN=Caf1-180 PE=1 SV=1	cell organization and biogenesis;metabolic process;response to stimulus	nucleus	protein binding	Pf12253, Pf15539	31801	FBgn0030054	Caf1-180	X	
Q9W3D3	0.263236690091946	2.77069517883595	2.46956079107321	0.0323927020529478	0.0176106747501538	0.105409361189571	0.0533912083496305	NO	Egg_WT - Oocyte_WT	Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein, isoform A OS=Drosophila melanogaster GN=Crag PE=1 SV=3	cell organization and biogenesis;defense response;regulation of biological process;response to stimulus	endosome;membrane	protein binding	Pf02141, Pf03455, Pf03456	31800	FBgn0025864	Crag	X	
Q9W3D6	-0.187990944674784	-1.95581978539044	-1.76132617241358	0.0982629448887472	0.0853527985522749	0.162695259898252	0.141126587798392	NO	Egg_WT - Oocyte_WT	CG12065, isoform A OS=Drosophila melanogaster GN=CG12065 PE=1 SV=1	cell communication;metabolic process		catalytic activity	Pf01048	31798	FBgn0030052	CG12065	X	
Q9W3E1	0.0187194930040437	0.220488196703361	0.177628790001656	0.832802042358921	0.859855663274991	0.483612263184971	0.512932357968281	NO	Egg_WT - Oocyte_WT	GH13214p OS=Drosophila melanogaster GN=IntS4 PE=1 SV=1	metabolic process;transport	nucleus	transporter activity		31793	FBgn0026679	IntS4	X	
Q9W3F5	0.0427160471102219	0.400699899219285	0.395063049370105	0.702519704110503	0.694765787818708	0.437558629201594	0.45904518448024	NO	Egg_WT - Oocyte_WT	CG12123-PA OS=Drosophila melanogaster GN=CG12123 PE=2 SV=1					31777	FBgn0030039	CG12123	X	
Q9W3G0	0.157484488016378	1.48460786854115	1.45748936222865	0.188183921154752	0.152307276997301	0.217599292291539	0.197306597164492	NO	Egg_WT - Oocyte_WT	CG11190 OS=Drosophila melanogaster GN=CG11190 PE=1 SV=1	metabolic process	endoplasmic reticulum	catalytic activity	Pf04113	31772	FBgn0030035	CG11190	X	Metabolic pathways; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Q9W3H4	0.0342054228491424	0.381605526756235	0.322888230300952	0.715902605390432	0.74835796043911	0.44272325717462	0.477334369492231	NO	Egg_WT - Oocyte_WT	CG10964-PA OS=Drosophila melanogaster GN=sni PE=1 SV=1	metabolic process		catalytic activity;nucleotide binding	Pf00106	31761	FBgn0030026	sni	X	
Q9W3H5	0.150106050396225	1.6882969461137	1.41810559694276	0.142320004416279	0.163427241962484	0.192509512254245	0.204992889992715	NO	Egg_WT - Oocyte_WT	CG2147-PA OS=Drosophila melanogaster GN=CG2147 PE=1 SV=1			protein binding		31759	FBgn0030025	CG2147	X	
Q9W3J5	0.258874128043074	3.37987311739505	2.47759678371549	0.0148601249642096	0.0172688738328323	0.0764705051751406	0.0526486689655314	NO	Egg_WT - Oocyte_WT	Phenylalanine--tRNA ligase alpha subunit OS=Drosophila melanogaster GN=alpha-PheRS PE=1 SV=1	metabolic process;regulation of biological process	cytoplasm	catalytic activity;nucleotide binding;RNA binding	Pf00152, Pf01409	31740	FBgn0030007	CG2263; alpha-PheRS	X	Aminoacyl-tRNA biosynthesis
Q9W3J6	-0.0626582415371191	-0.601182611058841	-0.58125699217152	0.569718320127946	0.564127385188128	0.389480350303896	0.409404688628782	NO	Egg_WT - Oocyte_WT	CG17982, isoform B OS=Drosophila melanogaster GN=CG17982-RA PE=1 SV=1					31739	FBgn0030006	CG17982	X	
Q9W3L1	0.0532093466563186	0.462384188264073	0.486641537032247	0.660098603924037	0.62900446019478	0.42304364696198	0.435587410029925	NO	Egg_WT - Oocyte_WT	CG2253-PA OS=Drosophila melanogaster GN=Upf2 PE=1 SV=1	cell communication;cell organization and biogenesis;metabolic process;regulation of biological process	cytoplasm	protein binding;RNA binding	Pf02854, Pf04050	31724	FBgn0029992	Upf2	X	RNA transport; mRNA surveillance pathway
Q9W3M8	0.191095077131539	2.709645950394	1.83952126061101	0.0351225987945197	0.0728075063290804	0.109123198445531	0.127943835656798	NO	Egg_WT - Oocyte_WT	CG1515-PA OS=Drosophila melanogaster GN=Ykt6 PE=1 SV=1	cell organization and biogenesis;transport	endosome;Golgi;membrane	catalytic activity;protein binding	Pf00957, Pf13774	31706	FBgn0260858	Ykt6	X	SNARE interactions in vesicular transport
Q9W3N1	0.0465288240182549	0.419439632477037	0.42790856609038	0.68949796574015	0.670871254112718	0.432492553466815	0.451428200735952	NO	Egg_WT - Oocyte_WT	CG1444 OS=Drosophila melanogaster GN=CG1444 PE=1 SV=1	cell communication;regulation of biological process;response to stimulus	membrane		Pf00106, Pf08659, Pf13460	31703	FBgn0029975	CG1444; spidey	X	Fatty acid elongation; Biosynthesis of unsaturated fatty acids; Metabolic pathways; Fatty acid metabolism
Q9W3N6	0.0776733294695724	1.04437330168582	0.74499577044722	0.336551941987257	0.460361032410043	0.292193000881843	0.364825895465781	NO	Egg_WT - Oocyte_WT	SD01505p OS=Drosophila melanogaster GN=p115 PE=1 SV=2	cell organization and biogenesis;regulation of biological process;transport	cytoplasm;endoplasmic reticulum;Golgi;membrane	protein binding;transporter activity	Pf04869, Pf04871, Pf05103, Pf12717	31698	FBgn0040087	p115	X	
Q9W3N7	0.309092082803914	2.1127722099222	2.70019233999691	0.0790692688137033	0.00989718276950149	0.148313091937967	0.0364646868345926	NO	Egg_WT - Oocyte_WT	CG18624, isoform B OS=Drosophila melanogaster GN=ND-MNLL PE=1 SV=1	metabolic process	mitochondrion	catalytic activity	Pf08040	31697	FBgn0029971	CG18624; ND-MNLL	X	Metabolic pathways; Oxidative phosphorylation
Q9W3N9	0.0134162934963928	0.160420552178371	0.127479586003915	0.877814527292144	0.89916013366968	0.494767566990114	0.52301723293838	NO	Egg_WT - Oocyte_WT	CG10932, isoform A OS=Drosophila melanogaster GN=CG10932 PE=1 SV=1	metabolic process	mitochondrion	catalytic activity	Pf00108, Pf00109, Pf02803	31695	FBgn0029969	CG10932	X	Glyoxylate and dicarboxylate metabolism; Pyruvate metabolism; Metabolic pathways; Fatty acid degradation; Tryptophan metabolism; Carbon metabolism; Propanoate metabolism; Synthesis and degradation of ketone bodies; Valine, leucine and isoleucine degradation; Butanoate metabolism; Fatty acid metabolism; Terpenoid backbone biosynthesis; Lysine degradation
Q9W3Q0	0.0743731828303691	0.846176791625347	0.703424417766973	0.429903304928104	0.485614716442702	0.333332089247451	0.375930571890756	NO	Egg_WT - Oocyte_WT	CG12156-PA OS=Drosophila melanogaster GN=Rab39 PE=1 SV=1	regulation of biological process;response to stimulus;transport	endosome;Golgi	catalytic activity;nucleotide binding;protein binding	Pf00025, Pf00071, Pf01926, Pf04670, Pf08477	31684	FBgn0029959	Rab39	X	
Q9W3R7	0.0956362134235684	1.70412920180192	0.931761886516351	0.139243559528537	0.356705516014905	0.191072450693914	0.319223768187563	NO	Egg_WT - Oocyte_WT	Autophagy protein 5 OS=Drosophila melanogaster GN=Atg5 PE=2 SV=2	cell communication;cell death;cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;membrane;vacuole	catalytic activity;protein binding	Pf04106	31666	FBgn0029943	Atg5	X	Autophagy; Longevity regulating pathway - multiple species
Q9W3R8	-0.155998348313611	-1.04798474092206	-1.35729093225751	0.335014101905643	0.181829871688546	0.291423795643368	0.217207471828283	NO	Egg_WT - Oocyte_WT	CG2059, isoform B OS=Drosophila melanogaster GN=CG2059 PE=1 SV=1			catalytic activity	Pf00561, Pf07819, Pf09752, Pf12695, Pf12697	31663	FBgn0029942	CG2059	X	
Q9W3R9	0.706007336968609	9.69112869201316	6.78144090462828	6.92474134493698e-05	2.77857123443621e-08	0.00447903925707402	9.15146259904766e-07	YES	Egg_WT - Oocyte_WT	CG1677, isoform A OS=Drosophila melanogaster GN=CG1677-RB PE=1 SV=2	metabolic process	spliceosomal complex	metal ion binding		31662	FBgn0029941	CG1677	X	
Q9W3S3	0.143604289939761	1.39688008909662	1.33454291851552	0.211931090839759	0.189108952790156	0.229901485255416	0.222686198976327	NO	Egg_WT - Oocyte_WT	CG8300 OS=Drosophila melanogaster GN=CG8300 PE=1 SV=1				Pf14774	31658	FBgn0029937	CG8300	X	
Q9W3T2	0.136590578348438	1.41679894116748	1.27930573627039	0.206309362505922	0.207707347264008	0.226655911207587	0.235836375429802	NO	Egg_WT - Oocyte_WT	CG4593, isoform A OS=Drosophila melanogaster GN=CG4593-RA PE=1 SV=1				Pf05670	31649	FBgn0029929	CG4593	X	
Q9W3T9	0.154126679732443	1.88305642384151	1.4672405273122	0.10869346064735	0.149648242613851	0.168417800694549	0.195258313289021	NO	Egg_WT - Oocyte_WT	CG3040 OS=Drosophila melanogaster GN=CG3040 PE=1 SV=2			protein binding	Pf12799, Pf13855	31642	FBgn0029925	CG3040	X	
Q9W3U0	0.0417862447153912	0.428774934020229	0.390880079996551	0.683053972014638	0.697832130498458	0.432090230286987	0.459714891894237	NO	Egg_WT - Oocyte_WT	Acyl-coenzyme A oxidase OS=Drosophila melanogaster GN=CG4586 PE=1 SV=1	metabolic process		catalytic activity;nucleotide binding	Pf01756, Pf02770, Pf14749	31641	FBgn0029924	CG4586	X	Biosynthesis of unsaturated fatty acids; Peroxisome; Fatty acid degradation; Metabolic pathways; Fatty acid metabolism; alpha-Linolenic acid metabolism
Q9W3U1	0.409484949480367	3.41312475391468	3.71994711847429	0.0142637317457627	0.000577253277109022	0.076070079008999	0.00437217382347052	YES	Egg_WT - Oocyte_WT	CG32732 OS=Drosophila melanogaster GN=CG12542 PE=1 SV=2	cell communication;cell organization and biogenesis;metabolic process;regulation of biological process		catalytic activity;protein binding	Pf09273	31638	FBgn0052732	CG32732	X	Lysine degradation
Q9W3V2	0.281083014877573	1.55581780096892	2.31954098579055	0.170753150303047	0.0252237804189185	0.209678658666575	0.0680280535113616	NO	Egg_WT - Oocyte_WT	CG4557 OS=Drosophila melanogaster GN=CG4557-RA PE=1 SV=1		Golgi	protein binding	Pf12325, Pf12329	31629	FBgn0029912	CG4557	X	
Q9W3V3	0.184518461228282	1.40515956354311	1.64918150620705	0.209577570265518	0.106459632337461	0.228536219451042	0.161774093218202	NO	Egg_WT - Oocyte_WT	CG14435, isoform A OS=Drosophila melanogaster GN=CG14435 PE=4 SV=2	metabolic process		catalytic activity;metal ion binding;protein binding	Pf12678, Pf13639, Pf13923	31628	FBgn0029911	CG14435	X	
Q9W3V9	0.195979023250995	2.39181092502037	1.86549048496671	0.0538930230460766	0.069002627849865	0.128258194839712	0.124769339494312	NO	Egg_WT - Oocyte_WT	Nuclear factor Y-box C OS=Drosophila melanogaster GN=Nf-YC PE=2 SV=1	cellular component movement;regulation of biological process	nucleus	DNA binding;protein binding	Pf00125, Pf00808	31622	FBgn0029905	Nf-YC	X	
Q9W3W4	-0.269976868997949	-2.18483700613928	-2.44021933112949	0.0715823931512404	0.0189114236949257	0.143380757259072	0.0557788615792139	NO	Egg_WT - Oocyte_WT	COQ7 OS=Drosophila melanogaster GN=COQ7 PE=1 SV=2	metabolic process	membrane;mitochondrion	catalytic activity;metal ion binding	Pf03232	44007	FBgn0029502	COQ7	X	Metabolic pathways; Ubiquinone and other terpenoid-quinone biosynthesis
Q9W3W6	0.259424861821602	2.1704090410645	2.35819467645296	0.0730207393747468	0.0230215456223814	0.144186104965113	0.0637496391180634	NO	Egg_WT - Oocyte_WT	CG14438, isoform A OS=Drosophila melanogaster GN=CG14438 PE=1 SV=2			metal ion binding		31615	FBgn0029899	CG14438	X	
Q9W3W8	-0.020970409301114	-0.162771570739896	-0.188112241430785	0.876042050947026	0.851681050280526	0.494035365917738	0.510392057157931	NO	Egg_WT - Oocyte_WT	60S ribosomal protein L17 OS=Drosophila melanogaster GN=RpL17 PE=1 SV=1	metabolic process	ribosome	structural molecule activity	Pf00237	31613	FBgn0029897	RpL17	X	Ribosome
Q9W3X6	0.0744148349508205	0.905620370010533	0.708169734517224	0.400040531616914	0.482693309325491	0.32149168984077	0.374469160843734	NO	Egg_WT - Oocyte_WT	FI05334p OS=Drosophila melanogaster GN=l(1)G0255 PE=1 SV=3	metabolic process	cytoplasm;mitochondrion	catalytic activity	Pf00206, Pf10415	31605	FBgn0028336	l(1)G0255	X	Carbon metabolism; Citrate cycle (TCA cycle); Metabolic pathways; Pyruvate metabolism
Q9W3X7	0.17961225334286	1.28086581911146	1.58393181404982	0.247520087849569	0.120598868268685	0.248728828947376	0.172992266780178	NO	Egg_WT - Oocyte_WT	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Drosophila melanogaster GN=ND-ASHI PE=1 SV=1	metabolic process;transport	membrane;mitochondrion	catalytic activity	Pf05821	31604	FBgn0029888	CG3192; ND-ASHI	X	Oxidative phosphorylation; Metabolic pathways
Q9W3X8	0.514197539449545	2.85644153901545	4.24803065334573	0.0289362727624533	0.000114684599506887	0.100993535702697	0.001242687352505	YES	Egg_WT - Oocyte_WT	CG3198 OS=Drosophila melanogaster GN=CG3198 PE=1 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process	spliceosomal complex	RNA binding	Pf03194	31602	FBgn0029887	CG3198	X	
Q9W3Y0	-0.0564550912763515	-0.697349784804222	-0.537934464557285	0.511686195862312	0.593419132591803	0.366448679323915	0.42210559027217	NO	Egg_WT - Oocyte_WT	Zinc finger protein 593 homolog OS=Drosophila melanogaster GN=CG3224 PE=2 SV=1	metabolic process;transport	cytosol	metal ion binding	Pf12171	31600	FBgn0029885	CG3224	X	
Q9W3Y3	0.0338147997627924	0.505463143469066	0.326570792826786	0.631260478312163	0.745590140468834	0.412698783091366	0.476547761438688	NO	Egg_WT - Oocyte_WT	CG3226-PA OS=Drosophila melanogaster GN=CG3226 PE=1 SV=1				Pf04969, Pf05002, Pf09032	31597	FBgn0029882	CG3226	X	Wnt signaling pathway
Q9W3Y6	-0.0938994596748302	-1.10865050088341	-0.891204081954549	0.310031056975435	0.377821107837955	0.280363561094345	0.328900337089234	NO	Egg_WT - Oocyte_WT	Anaphase promoting complex subunit 7, isoform A OS=Drosophila melanogaster GN=APC7 PE=4 SV=2	metabolic process;regulation of biological process		catalytic activity;protein binding		31594	FBgn0029879	Apc7	X	Ubiquitin mediated proteolysis
Q9W3Z4	0.127672682392381	1.10489475017855	1.16691421617294	0.311531539239231	0.24972966993343	0.280518472060741	0.259738762131564	NO	Egg_WT - Oocyte_WT	CG3342 OS=Drosophila melanogaster GN=CG3342 PE=1 SV=1			protein binding		31586	FBgn0029874	CG3342	X	
Q9W401	-0.133757004884176	-1.64133343523413	-1.27380002168109	0.151836931985334	0.209633975367394	0.197818579643881	0.236601937504186	NO	Egg_WT - Oocyte_WT	Probable citrate synthase, mitochondrial OS=Drosophila melanogaster GN=kdn PE=2 SV=1	metabolic process;response to stimulus	mitochondrion;organelle lumen	catalytic activity	Pf00285	31579	FBgn0261955	kdn	X	Glyoxylate and dicarboxylate metabolism; Carbon metabolism; Biosynthesis of amino acids; 2-Oxocarboxylic acid metabolism; Citrate cycle (TCA cycle); Metabolic pathways
Q9W402	0.0373177470463268	0.293212643234648	0.335514272676393	0.779236637581359	0.738882412792705	0.466188515863933	0.474492733335472	NO	Egg_WT - Oocyte_WT	CG3446, isoform B OS=Drosophila melanogaster GN=ND-B16.6 PE=1 SV=1	metabolic process	membrane	catalytic activity	Pf06212	31578	FBgn0029868	CG3446; ND-B16.6	X	Metabolic pathways; Oxidative phosphorylation
Q9W411	0.346187238150418	4.94976548573471	3.33425415110603	0.00257855095487083	0.00177752771357482	0.0355015937771651	0.0101682377771071	NO	Egg_WT - Oocyte_WT	CG15891, isoform D OS=Drosophila melanogaster GN=CG15891 PE=1 SV=1					3772383	FBgn0029860	CG15891	X	
Q9W413	-0.00150244509383413	-0.0208522198919599	-0.0144423527271913	0.984039693527968	0.988544434893023	0.523309649287513	0.545351521167717	NO	Egg_WT - Oocyte_WT	CG15896, isoform A OS=Drosophila melanogaster GN=CG15896-RA PE=1 SV=1	metabolic process	mitochondrion	catalytic activity		31568	FBgn0029858	CG15896; mldr	X	
Q9W414	0.07507077848671	1.42530649004067	0.733237927883973	0.203950155241789	0.467425566713574	0.22594113858087	0.368276215984242	NO	Egg_WT - Oocyte_WT	Regulatory particle triple-A ATPase 4 OS=Drosophila melanogaster GN=Rpt4 PE=1 SV=3	metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus;proteasome	catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding	Pf00004, Pf00910, Pf01078, Pf05496, Pf07724, Pf07726, Pf07728, Pf13191, Pf13401	31567	FBgn0028685	Rpt4	X	Proteasome
Q9W415	-0.0484574646489442	-0.503419174627468	-0.453933650325701	0.632613375077229	0.652178705908539	0.412855308084314	0.44577376200836	NO	Egg_WT - Oocyte_WT	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho OS=Drosophila melanogaster GN=wuho PE=2 SV=1	cell differentiation;development;metabolic process	cytosol;nucleus	catalytic activity;protein binding	Pf00400	31566	FBgn0029857	wuho	X	
Q9W420	0.58979036473618	7.45812384175619	5.63065081464958	0.000299636374411384	1.28824468903688e-06	0.0101256010084247	2.71877986782023e-05	YES	Egg_WT - Oocyte_WT	Transcription elongation factor SPT6 OS=Drosophila melanogaster GN=Spt6 PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	DNA binding;protein binding	Pf00575, Pf09371, Pf12836, Pf14633, Pf14635, Pf14639, Pf14641, Pf14878	44000	FBgn0028982	Spt6	X	
Q9W423	0.259033030301248	1.92578230179514	2.3042089652941	0.102441524335337	0.026148360382633	0.165231911484433	0.0695721323921717	NO	Egg_WT - Oocyte_WT	LD18904p OS=Drosophila melanogaster GN=schlank PE=1 SV=2	metabolic process;regulation of biological process;response to stimulus	endoplasmic reticulum;membrane;nucleus	catalytic activity;DNA binding	Pf03798	50392	FBgn0040918	schlank	X	Metabolic pathways; Sphingolipid metabolism
